0,0,0,0,0,0,0.91716,0.91929,0.91971,0.92056,0.91716,0.92014,0.92396,0.91844,0.92226,0.92438,0.92141,0.92438,0.92184,0.92268,0.92141,0.92438,0.92056,0.92226,0.92438,0.92438,0.92396,0.92523,0.92481,0.92353
0,0,0,0,0,0,0.91716,0.91291,0.92184,0.92184,0.92226,0.92311,0.92438,0.92268,0.92014,0.92056,0.92481,0.92226,0.92056,0.92353,0.91716,0.91971,0.92438,0.92353,0.92268,0.92778,0.92184,0.92184,0.92608,0.91801
0,0,0,0,0,0,0.91631,0.92014,0.92226,0.92608,0.91929,0.92396,0.92353,0.92056,0.92099,0.92778,0.92311,0.92438,0.92311,0.91844,0.91844,0.92226,0.92353,0.92268,0.92014,0.91971,0.92608,0.92268,0.92226,0.92226
0,0,0,0,0,0,0.92141,0.91461,0.91589,0.92014,0.92014,0.92014,0.92099,0.92778,0.92099,0.92141,0.92226,0.92311,0.91929,0.92438,0.92056,0.92523,0.92353,0.92566,0.92311,0.92481,0.92268,0.92396,0.92226,0.92099
0,0,0,0,0,0,0.91801,0.91716,0.91419,0.91589,0.92184,0.91929,0.91929,0.92311,0.92268,0.92056,0.92268,0.92651,0.92438,0.92184,0.92396,0.92481,0.92226,0.91971,0.92099,0.92141,0.92268,0.92056,0.92226,0.92396
0,0,0,0,0,0,0.91334,0.92353,0.91589,0.91929,0.92268,0.91759,0.92311,0.92056,0.92268,0.92353,0.91929,0.92311,0.92353,0.92311,0.92056,0.92141,0.92523,0.92184,0.92608,0.92311,0.92438,0.92268,0.92438,0.92141
0,0,0,0,0,0,0.91801,0.91461,0.92014,0.91759,0.91631,0.92353,0.92014,0.92141,0.92099,0.92396,0.92141,0.92099,0.91971,0.92481,0.92184,0.92311,0.92311,0.92396,0.92438,0.92396,0.92396,0.92481,0.91886,0.92736
0,0,0,0,0,0,0.91844,0.91759,0.92608,0.91334,0.92184,0.92481,0.92099,0.92014,0.92481,0.92184,0.91631,0.92268,0.92396,0.92141,0.92056,0.92311,0.91929,0.92481,0.92353,0.92141,0.91929,0.92396,0.92353,0.91886
0,0,0,0,0,0,0.92056,0.91546,0.92014,0.92184,0.92481,0.91759,0.92099,0.92184,0.92014,0.92014,0.92184,0.92481,0.92481,0.92226,0.92353,0.92396,0.91589,0.92014,0.92566,0.92099,0.92396,0.92056,0.91801,0.92226
0,0,0,0,0,0,0.91631,0.92014,0.91291,0.92056,0.91589,0.91844,0.91376,0.91971,0.91929,0.91844,0.92141,0.92608,0.92353,0.92099,0.92014,0.92141,0.92141,0.92778,0.92184,0.92481,0.91929,0.91971,0.92523,0.92353
